Token,POS
:,ZM
,
Etsa,V
kopo,N09
dibeke,N10
tse,ADJC10
pedi,ADJ10
pele,NLOC
o,CSPERS
kena,V
leetong,N05
bakeng,N07
sa,CPOSS07
ho,CN15
dumella,V
hore,CONJ
kopo,N09
e,CS09
sebetswe,V
.,ZE
,
Ha,MNEG
ho,CSINDEF
kopo,N09
e,CS09
batlehang,V
bakeng,N07
sa,CPOSS07
beiti,N09
",",ZM
Empa,CONJ
etsa,V
bonnete,N14
hore,CONJ
o,CSPERS
tshwere,V
phemiti,N09
ya,CPOSS09
beiti,N09
ya,CPOSS09
boithapollo,N14
(,ZPL
ho,CSINDEF
dumellwa,V
feela,CONJ
mokotla,N03
wa,CPOSS03
beiti,N09
ya,CPOSS09
letsatsi,N05
kapa,CONJ
selipi,N07
se,CS07
bontshang,V
beiti,N09
e,CS09
rekilweng,V
.,ZE
,
Ho,CN15
hweba,V
ka,PART
hlapi,N09
ke,VCOP
ho,CN15
kena,V
kgwebong,N09
ya,CPOSS09
ho,CN15
tshwasa,V
hlapi,N09
jwaleka,CONJ
ho,CN15
romela,V
hlapi,N09
ntle,NLOC
ka,PART
mabaka,N06
a,CPOSS06
kgwebo,N09
.,ZE
,
Bakeng,N07
sa,CPOSS07
ho,CN15
romella,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
meedi,N04
ya,CPOSS04
Riphaboliki,N09
ya,CPOSS09
Afrika,N09
Borwa,N14
",",ZM
o,CSPERS
tlamehile,V
hore,CONJ
o,CSPERS
etse,V
kopo,N09
ya,CPOSS09
phemiti,N09
ya,CPOSS09
ho,CN15
romella,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
e,CS09
ntshwang,V
ke,PART
Lefapha,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Tikoloho,N09
le,PART
Bohahlaudi,N14
kapa,CONJ
mokgatlo,N03
o,CS03
filweng,V
taolo,N09
e,CS09
jwalo,ADV
.,ZE
,
Ha,MNEG
ho,CSINDEF
motho,N01
ya,CS01
ka,PART
romellang,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
ntle,NLOC
le,PART
phemiti,N09
.,ZE
,
Ebang,CONJ
phemiti,N09
eo,CD09
o,CSPERS
nang,VCOP
le,PART
yona,PROEMP09
e,CS09
fellwa,V
ke,PART
nako,N09
ka,PART
mora,N18
dikgwedi,N10
tse,ADJC10
tharo,ADJ10
",",ZM
o,CSPERS
lokela,VAUX
ho,CN15
etsa,V
kopo,N09
e,ADJC09
nngwe,ADJ09
.,ZE
,
Ebang,CONJ
o,CSPERS
ka,PART
hloleha,VAUX
ho,CN15
phethisa,V
ditshwabelo,N10
tsa,CPOSS10
phemiti,N09
",",ZM
sena,CD08
se,CS07
ka,PART
etsa,V
hore,CONJ
phemiti,N09
ya,CPOSS09
hao,PROPOSSPERS
e,CS09
kginwe,V
kapa,CONJ
e,CS09
phumulwe,V
ka,PART
hohle,PROQUANTLOC
hohle,PROQUANTLOC
.,ZE
,
Hlokomela,V
:,ZM
Phemiti,N09
ena,CD09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
ha,MNEG
e,CS09
kenyeletse,V
hlapi,N09
ya,CPOSS09
metsi,N06
a,CS06
hlwekileng,V
e,CS09
laolwang,V
ke,PART
Lefapha,N05
la,CPOSS05
Temo,N09
.,ZE
,
Dikopo,N10
bakeng,N07
sa,CPOSS07
phemiti,N09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ya,CPOSS09
metsi,N06
a,CS06
hlwekileng,V
kapa,CONJ
hlapi,N09
ya,CPOSS09
mofuta,N03
wa,CPOSS03
tropiki,N09
e,CS09
lokela,VAUX
ho,CN15
lebiswa,V
Lefapheng,N05
la,CPOSS05
Temo,N09
.,ZE
,
Ha,CONJ
o,CSPERS
ya,V
lokela,VAUX
ho,CN15
romela,VAUX
ho,CN15
ya,V
ntle,NLOC
mofuta,N03
wa,CPOSS03
hlapi,N09
o,CSPERS
thibetsweng,VAUX
ho,CN15
latela,V
.,ZE
,
(,ZPL
Bakeng,N07
sa,CPOSS07
dintlha,N10
tse,CS10
feletseng,V
ka,PART
Tumellano,N09
ya,CPOSS09
Matjhaba,N06
ya,CPOSS09
Kgwebisano,N09
ka,PART
Tse,CS10
ka,PART
nnang,VAUX
tsa,CS10
timela,V
",",ZM
le,PART
ba,CS02
ho,PART
http://www.cites.org,RV
.,ZE
,
Phemiti,N09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ya,CPOSS09
mofuta,N03
wa,CPOSS03
abalone,V
e,CS09
lokela,VAUX
ho,CN15
tsamaya,V
le,PART
setefikeiti,N07
sa,CPOSS07
CITES,RK
bakeng,N07
sa,CPOSS07
morwalo,N03
o,ADJC03
mong,ADJ03
le,PART
o,ADJC03
mong,ADJ03
.,ZE
,
Phemiti,N09
e,ADJC09
nngwe,ADJ09
le,PART
e,ADJC09
nngwe,ADJ09
ya,CPOSS09
ho,CN15
romela,V
ntle,NLOC
mofuta,N03
ona,CD03
wa,CPOSS03
hlapi,N09
",",ZM
-,RS
bigeye,RV
tuna,N09
",",ZM
southern,RV
bluefin,RV
tuna,N09
",",ZM
swordfish,RV
",",ZM
Antarctic,RV
toothfish,RV
",",ZM
and,RV
Patagonian,RV
toothfish,RV
e,CS09
lokela,VAUX
ho,CN15
tsamaya,V
le,PART
tokomane,N09
e,CS09
supang,V
dipalopalo,N10
tse,CS10
lokelang,VAUX
ho,CN15
tshwaswa,V
tsa,CPOSS10
hlapi,N09
eo,CD09
bakeng,N07
sa,CPOSS07
morwalo,N03
o,ADJC03
mong,ADJ03
le,PART
o,CS03
mong,ADJ03
.,ZE
,
Ditokomane,N10
tsa,CPOSS10
dipalopalo,N10
tsa,CPOSS10
hlapi,N09
e,CS09
lokelang,VAUX
ho,CN15
tshwaswa,V
di,CS10
fumaneha,V
Lefapheng,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Tikoloho,N09
le,PART
Bohahlaudi,N14
",",ZM
Lekala,N05
la,CPOSS05
Tsamaiso,N09
ya,CPOSS09
Mawatle,N06
le,PART
Mabopo,N06
",",ZM
Bolaodi,N14
ba,CPOSS14
Tsamaiso,N09
ya,CPOSS09
Botshwasi,N14
ba,CPOSS14
Dihlapi,N10
ka,PART
thoko,N09
ho,CSLOC
lebopo,N05
le,PART
hare,ADJ05
maqhubung,N06
a,ADJC06
maholo,ADJ06
.,ZE
,
Etsa,V
kopo,N09
ya,CPOSS09
phemiti,N09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ka,PART
ntle,NLOC
.,ZE
,
Fumana,V
foromo,N09
ya,CPOSS09
kopo,N09
bakeng,N07
sa,CPOSS07
ho,CN15
romela,V
hlapi,N09
ka,PART
ntle,NLOC
mmoho,ADV
le,PART
foromo,N09
ya,CPOSS09
kopo,N09
ya,CPOSS09
CITES,RK
ho,CN15
ba,V
Tsamaiso,N09
ya,CPOSS09
Mawatle,N06
le,PART
mabopo,N06
(,ZPL
dintlha,N10
tsa,CPOSS10
kgokahano,N09
di,CS10
fumana,V
ka,PART
tlase,NLOC
mona,CD18
),ZPR
kapa,CONJ
lekala,N05
la,CPOSS05
ofisi,N09
ya,CPOSS09
Lefapha,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Tikoloho,N09
le,PART
Bohahlaudi,N14
kapa,CONJ
fumana,V
foromo,N09
ho,PART
http://www.mcm-deat.gov.za,RV
.,ZE
,
Bala,V
foromo,N09
ya,CPOSS09
kopo,N09
ka,PART
hloko,N09
mme,CONJ
o,CSPERS
etse,V
bonnete,N14
hore,CONJ
o,CSPERS
phethisa,V
ditlhoko,N10
le,PART
dipehelo,N10
tsa,CPOSS10
kopo,N09
.,ZE
,
Fana,V
ka,PART
lesedi,N05
lena,PROEMPPERS
le,CS05
latelang,V
:,ZM
,
aterese,N09
ya,CPOSS09
bodulo,N14
ya,CPOSS09
motho,N01
ya,CS01
romelang,V
hlapi,N09
eo,CD09
ho,CN15
tswa,V
naheng,N09
ena,CD09
,
mabitso,N06
a,CS06
tlwaelehileng,V
le,PART
a,CPOSS06
saense,N09
a,CPOSS06
hlapi,N09
e,CS09
tlilo,VAUX
romelwa,V
ntle,NLOC
,
palo,N09
ya,CPOSS09
mefuta,N04
ya,CPOSS04
hlapi,N09
e,CS09
tlilo,VAUX
romelwa,V
ntle,NLOC
,
ebang,CONJ
ho,CN15
etsahala,V
hore,CONJ
ho,CN15
be,V
le,PART
lehokela,N05
le,CS05
tsamaisang,V
hlapi,N09
dipakeng,N10
",",ZM
ho,CN15
tlamehile,V
hore,CONJ
tumellano,N09
pakeng,N09
tsa,CPOSS10
mekga,N04
e,ADJC04
mmedi,ADJ04
e,CS09
hokelwe,V
mmoho,ADV
le,PART
dikhophi,N10
tsa,CPOSS10
tokomane,N09
tsa,CPOSS10
boitsebiso,N14
tsa,CPOSS10
mekga,N04
eo,CD04
,
ho,CN15
lokela,VAUX
ho,CN15
fanwe,V
ka,PART
dikhophi,N10
tsa,CPOSS10
ditokomane,N10
tsa,CPOSS10
dipalopalo,N10
tsa,CPOSS10
hlapi,N09
e,CS09
ileng,VAUX
ya,CS09
romelwa,V
ntle,NLOC
ka,PART
phemiti,N09
e,CS09
fetileng,V
tsa,CPOSS10
hlapi,N09
ya,CPOSS09
mofuta,N03
wa,CPOSS03
-,RS
bigeye,V
tuna,N09
",",ZM
southern,RV
bluefin,RV
tuna,N09
",",ZM
swordfish,RV
",",ZM
Antarctic,RV
toothfish,RV
",",ZM
and,RV
Patagonian,RV
toothfish,RV
.,ZE
,
Ebang,CONJ
moikopedi,N01
wa,CPOSS01
phemiti,N09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ntle,NLOC
ha,MNEG
se,VCOP
yena,PROEMP01
motho,N01
ya,CS01
nang,VCOP
le,PART
tokelo,N09
ya,CPOSS09
ho,CN15
tshwasa,V
dihlapi,N10
",",ZM
fana,V
ka,PART
ditokomane,N10
tsena,CD10
tse,CS10
latelang,V
:,ZM
,
bopaki,N14
ba,CPOSS14
hlapi,N09
eo,CD09
tsamaiswang,V
le,PART
aterese,N09
ya,CPOSS09
bodulo,N14
ya,CPOSS09
batho,N02
ba,CS02
fepelang,V
motho,N01
eo,CD01
ka,PART
hlapi,N09
hore,CONJ
e,CS09
romelwe,V
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
,
mabitso,N06
a,CS06
tlwaelehileng,V
le,PART
a,CPOSS06
saense,N09
a,CPOSS06
hlapi,N09
e,CS09
tlilo,VAUX
romelwa,V
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
,
palo,N09
ya,CPOSS09
hlapi,N09
e,CS09
tlilo,VAUX
romelwa,V
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
.,ZE
,
Fana,V
ka,PART
dikhophi,N10
tse,CS10
netefaditsweng,V
tsa,CPOSS10
ditokomane,N10
tsena,CD10
tse,CS10
latelang,V
:,ZM
,
tokomane,N09
ya,CPOSS09
hao,PROPOSSPERS
ya,CPOSS09
boitsebiso,N14
(,ZPL
ID,RL
),ZPR
le,PART
ditokomane,N10
tsa,CPOSS10
ngodiso,N09
ya,CPOSS09
khamphani,N09
ya,CPOSS09
hao,PROPOSSPERS
kapa,CONJ
close,RV
corporation,RV
kapa,CONJ
terasete,N09
.,ZE
,
diphemiti,N10
tse,CS10
feletseng,V
tsa,CPOSS10
ho,CN15
romela,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
ho,CN15
tswa,V
Lefapheng,N05
la,CPOSS05
Kgwebo,N09
le,PART
Indaseteri,N09
kapa,CONJ
tsebiso,N09
tsa,CPOSS10
diphemiti,N10
.,ZE
,
setefikeiti,N07
se,CS07
bontshang,V
tefo,N09
ya,CPOSS09
lekgetho,N05
se,CS07
ntshitsweng,V
ke,PART
ba,CPOSS02
Tshebeletso,N09
ya,CPOSS09
Lekgetho,N05
ya,CPOSS09
Afrika,N09
Borwa,N14
.,ZE
,
Tsebisa,V
lekala,N05
le,PART
haufi,NLOC
le,PART
wena,PROEMPPERS
la,CPOSS05
Biro,N09
ya,CPOSS09
taolo,N09
ya,CPOSS09
Maemo,N06
ya,CPOSS09
Afrika,N09
Borwa,N14
ka,PART
morwalo,N03
wa,CPOSS03
hao,PROPOSSPERS
o,CSPERS
romelwang,V
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
ebang,CONJ
hlapi,N09
eo,CD09
o,CS01
e,CO09
romelang,V
ha,MNEG
se,VCOP
hlapi,N09
e,CS09
phelang,V
mme,CONJ
ha,MNEG
e,CS09
yo,VAUX
jewa,V
ke,PART
batho,N02
.,ZE
,
Ebang,CONJ
hlapi,N09
e,CS09
le,VCOP
e,CS09
phelang,V
mme,CONJ
e,CS09
ilo,VAUX
jewa,V
ke,PART
batho,N02
",",ZM
tsebisa,V
Lefapha,N05
la,CPOSS05
Bophelo,N14
.,ZE
,
Ho,CSINDEF
hlokeha,V
tefo,N09
ya,CPOSS09
kopo,N09
ya,CPOSS09
R225,RS
(,ZPL
e,CS09
kenyeletsang,V
tsohle,PROQUANT10
),ZPR
.,ZE
,
Tlatsa,V
",",ZM
o,CSPERS
saene,V
mme,CONJ
o,CSPERS
pose,V
kopo,N09
ya,CPOSS09
phemiti,N09
ya,CPOSS09
ho,CN15
romela,V
hlapi,N09
ka,PART
ntle,NLOC
ho,CSLOC
naha,N09
mmoho,ADV
le,PART
ditokomane,N10
tse,CS10
hlokehang,V
di,CS10
romelwe,V
ofising,N09
ya,CPOSS09
Tsamaiso,N09
ya,CPOSS09
Mawatle,N06
le,PART
Mabopo,N06
(,ZPL
aterese,N09
e,CS09
ka,PART
tlase,NLOC
),ZPR
.,ZE
,
Dikopo,N10
tsa,CPOSS10
di-orijinale,N10
di,CS10
poswe,V
",",ZM
ebang,CONJ
o,CSPERS
hloleha,VAUX
ho,CN15
etsa,V
seo,CD07
phemiti,N09
e,CS09
ke,MNEG
ke,MNEG
ya,CPOSS09
ntshwa,V
.,ZE
,
Ho,CSINDEF
tlisa,V
tlhapi,N09
ho,CN15
tswa,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
bakeng,N07
sa,CPOSS07
kgwebo,N09
ho,CN15
bolela,V
hoba,CONJ
le,PART
diketsahalo,N10
tse,CS10
jwalo,ADV
ka,PART
tsa,CPOSS10
ho,CN15
tlisa,V
tlhapi,N09
ya,CPOSS09
lewatle,N05
ho,CN15
tla,V
e,CO09
rekisa,V
.,ZE
,
Bakeng,N07
ho,CSINDEF
tlisa,V
tlhapi,N09
ya,CPOSS09
lewatle,N05
ho,CN15
tswa,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
",",ZM
o,CSPERS
lokela,VAUX
ho,CN15
etsa,V
kopo,N09
ya,CPOSS09
phemiti,N09
ya,CPOSS09
ho,CN15
reka,V
ka,PART
ntle,NLOC
eo,CD09
o,CSPERS
tla,V
e,CO09
fuwa,V
ke,PART
Letona,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Tikoloho,N09
le,PART
Bohahlaudi,N14
kapa,CONJ
bolaodi,N14
bo,CS14
beilweng,V
.,ZE
,
Ha,MNEG
ho,CSINDEF
na,VCOP
motho,N01
ya,CS01
tla,PART
reka,V
tlhapi,N09
ya,CPOSS09
lewatle,N05
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
ntle,NLOC
le,PART
ho,CN15
ba,V
le,PART
phemiti,N09
.,ZE
,
O,CSPERS
tshwanetse,VAUX
ho,CN15
etsa,V
kopo,N09
ya,CPOSS09
phemiti,N09
e,ADJC09
ntjha,ADJ09
ya,CPOSS09
ho,CN15
reka,V
ka,PART
ntle,NLOC
ha,CONJ
eo,CD09
o,CSPERS
nang,VCOP
le,PART
yona,PROEMP09
e,CS09
fela,CONJ
.,ZE
,
Ho,CN15
hloleha,VAUX
ho,CN15
latela,V
dipehelo,N10
tsa,CPOSS10
phemiti,N09
ho,CN15
ka,PART
etsa,V
hore,CONJ
e,CS09
emiswe,V
kapa,CONJ
e,CS09
hlakolwe,V
.,ZE
,
ELA,V
HLOKO,N09
:,ZM
Phemiti,N09
ena,CD09
ya,CPOSS09
ho,CN15
reka,VAUX
ho,CN15
tswa,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
ha,MNEG
e,CS09
kenyelletse,V
tlhapi,N09
ya,CPOSS09
metsing,N06
a,CS06
foreshe,ADJ06
e,CS09
laolwang,V
ke,PART
Lefapha,N05
la,CPOSS05
Temo,N09
.,ZE
,
Dikopo,N10
bakeng,N07
sa,CPOSS07
diphemiti,N10
tsa,CPOSS10
ho,CN15
eka,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
tlhapi,N09
e,CS09
phelang,V
metsing,N06
a,CS06
foreshe,ADJ06
kapa,CONJ
a,CPOSS06
dinaheng,N10
tse,CS10
tjhesang,V
haholo,ADV
di,CS10
ka,PART
etswa,V
Lefapheng,N05
la,CPOSS05
Temo,N09
.,ZE
,
Ho,CSINDEF
na,VCOP
le,PART
dithibelo,N10
tsena,CD10
tse,CS10
latelang,V
mabapi,N06
le,PART
ho,CN15
reka,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
:,ZM
,
Mefuta,N04
e,CS04
boletsweng,V
ho,PART
Convention,RV
of,RV
International,RV
Trade,RV
in,RV
Endangered,RV
Species,RV
(,ZPL
CITES,RK
),ZPR
ha,CONJ
ya,CS04
tshwanelwa,VAUX
ho,CN15
rekwa,VAUX
ho,CN15
tswa,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
.,ZE
,
(,ZPL
Ha,CONJ
o,CSPERS
batla,VAUX
ho,CN15
tseba,V
haholwanyane,ADV
ka,PART
CITES,RK
kena,V
weposaeteng,N09
ena,CD09
http://www.cites.org,RV
,
Phemiti,N09
eo,CD09
ho,CN15
fanweng,V
ka,PART
yona,PROEMP09
bakeng,N07
sa,CPOSS07
abalone,V
efe,ENUM
kapa,CONJ
efe,ENUM
",",ZM
rock,RV
lobster,RV
le,PART
mefuta,N04
e,CS04
hlahisitsweng,V
Molaong,N03
wa,CPOSS03
Marine,RV
Living,RV
Resources,RV
Act,RV
",",ZM
No.,RA
18,RS
",",ZM
1998,RS
(,ZPL
MLRA,RL
),ZPR
Sehlomathisong,N07
sa,CPOSS07
4,RS
",",ZM
5,RS
le,PART
12,RS
e,CS09
tla,PART
sebetsa,V
feela,ADV
bakeng,N07
sa,CPOSS07
thepa,N09
eo,CD09
(,ZPL
dibeke,N10
tse,CS10
3,RS
ho,CN15
tloha,V
letsatsing,N05
leo,CD05
ho,CN15
fanweng,V
ka,PART
yona,PROEMP09
),ZPR
.,ZE
,
Ke,VCOP
feela,ADV
makgala,N06
a,CS06
felletseng,V
(,ZPL
kapa,CONJ
dikotwana,N10
tsa,CPOSS10
ona,PROEMP06
),ZPR
a,CS06
omisitsweng,V
sehatsetsing,N07
a,CS06
etsang,V
boima,N14
ba,CPOSS14
600,RS
g,RA
kapa,CONJ
ka,PART
hodimo,NLOC
le,PART
le,ADJC05
leng,ADJ05
mme,CONJ
a,CS06
sa,MNEG
fete,V
ditone,N10
tse,CS10
25,RS
a,CS06
ka,PART
rekwang,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
(,ZPL
ka,PART
selemo,N07
),ZPR
.,ZE
,
Ha,MNEG
ho,CSINDEF
na,VCOP
makgala,N06
a,CS06
phelang,V
a,CS06
ka,PART
rekwang,VAUX
ho,CN15
tswa,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
.,ZE
,
Fumana,V
foromo,N09
ya,CPOSS09
kopo,N09
ka,PART
ho,CN15
romela,V
kopo,N09
ofising,N09
ya,CPOSS09
Marine,RV
and,RV
Coastal,RV
Management,RV
(,ZPL
sheba,V
dintlha,N10
tsa,CPOSS10
bao,CD02
o,CSPERS
ka,PART
iteanyang,V
le,PART
bona,PROEMP02
mona,CD18
ka,PART
tlase,NLOC
),ZPR
kapa,CONJ
ofising,N09
ya,CPOSS09
lekala,N05
la,CPOSS05
Lefapha,N05
la,CPOSS05
Ditaba,N10
tsa,CPOSS10
Tikoloho,N09
le,PART
Bohahlaudi,N14
kapa,CONJ
bula,V
foromo,N09
weposaeteng,N09
ena,CD09
http://www.mcm-deat.gov.za,RV
.,ZE
,
Bala,V
foromo,N09
ya,CPOSS09
kopo,N09
ka,PART
hloko,N09
mme,CONJ
o,CSPERS
etse,V
bonnete,N14
ba,CPOSS14
hore,CONJ
o,CSPERS
fihlela,V
ditlhoko,N10
le,PART
dipehelo,N10
tsa,CPOSS10
kopo,N09
.,ZE
,
Fana,V
ka,PART
dintlha,N10
tse,CS10
latelang,V
:,ZM
,
diaterese,N10
tsa,CPOSS10
meaho,N04
tsa,CPOSS10
bao,CD02
ba,CPOSS02
ho,CN15
romelang,VAUX
ho,CN15
tswa,V
ka,PART
ntle,NLOC
dinaheng,N10
tsa,CPOSS10
habo,PROPOSSPERS
bona,PROEMP02
,
mabitso,N06
a,CS06
tsebahalang,V
haholo,ADV
hape,CONJ
a,CPOSS06
saense,N09
a,CPOSS06
mefuta,N04
ya,CPOSS04
tlhapi,N09
,
bongata,ADJ14
ba,CPOSS14
mefuta,N04
ya,CPOSS04
tlhapi,N09
e,CS09
rekwang,V
ka,PART
ntle,NLOC
.,ZE
,
Romela,V
kopo,N09
ya,CPOSS09
hao,PROPOSSPERS
le,PART
ditokomane,N10
tsena,CD10
tse,CS10
latelang,V
:,ZM
,
khopi,N09
e,CS09
tiiseditsweng,V
ya,CPOSS09
tokomane,N09
ya,CPOSS09
hao,PROPOSSPERS
ya,CPOSS09
boitsebiso,N14
ya,CPOSS09
sethathong,N07
le,PART
ditokomane,N10
tsa,CPOSS10
ngodiso,N09
ya,CPOSS09
khampani,N09
ya,CPOSS09
hao,PROPOSSPERS
",",ZM
le,PART
close,RV
corporation,RV
kapa,CONJ
terasete,N09
.,ZE
,
dikhopi,N10
tse,CS10
tiiseditsweng,V
tsa,CPOSS10
diphemiti,N10
tse,CS10
sebetsang,V
tsa,CPOSS10
ho,CN15
reka,V
dinaheng,N10
tsa,CPOSS10
ka,PART
ntle,NLOC
ho,CSLOC
tswa,V
Lefapheng,N05
la,CPOSS05
Kgwebo,N09
le,PART
Indasteri,N09
kapa,CONJ
tsebiso,N09
ya,CPOSS09
phemiti,N09
.,ZE
,
dikhopi,N10
tse,CS10
tiiseditsweng,V
tsa,CPOSS10
Tax,RV
Clearance,RV
Certificate,RV
ya,CPOSS09
sethathong,N07
jwalo,ADV
ka,PART
ha,CONJ
e,CS09
ananetswe,V
mme,CONJ
ho,CN15
fanwe,V
ka,PART
yona,PROEMP09
ke,PART
ba,CPOSS02
Ditshebeletso,N10
tsa,CPOSS10
Lekgetho,N05
tsa,CPOSS10
Afrika,N09
Borwa,N14
.,ZE
,
Tsebisa,V
lekala,N05
le,CS05
haufi,NLOC
le,PART
wena,PROEMPPERS
la,CPOSS05
South,RV
African,RV
Bureau,RV
of,RV
Standards,RV
(,ZPL
SABS,RK
),ZPR
ka,PART
thepa,N09
eo,CD09
o,CSPERS
e,CO09
rekang,V
ka,PART
ntle,NLOC
haebe,PART
tlhapi,N09
eo,CD09
e,CS09
rekwang,V
ka,PART
ntle,NLOC
e,CS09
se,MNEG
foreshe,ADJ09
hape,CONJ
e,CS09
sa,PART
lokelwa,VAUX
ho,CN15
jewa,V
ke,PART
batho,N02
.,ZE
,
Tlatsa,V
",",ZM
saena,V
mme,CONJ
o,CSPERS
posetse,V
foromo,N09
ya,CPOSS09
hao,PROPOSSPERS
ya,CPOSS09
kopo,N09
le,PART
ditokomane,N10
tse,CS10
hlokehang,V
Ofising,N09
ya,CPOSS09
Marine,RV
and,RV
Coastal,RV
Management,RV
.,ZE
,
(,ZPL
Sheba,V
aterese,N09
mona,CD18
ka,PART
tlase,NLOC
),ZPR
.,ZE
,
Dikopo,N10
tsa,CPOSS10
sethathong,N07
di,CS10
lokelwa,VAUX
ho,CN15
poswa,V
",",ZM
ho,CSINDEF
seng,VCOP
jwalo,ADV
ho,CSINDEF
ke,MNEG
ke,MNEG
ha,CSINDEF
fanwa,V
ka,PART
phemiti,N09
.,ZE
,
Ho,CSINDEF
batleha,V
tefello,N09
ya,CPOSS09
kopo,N09
ya,CPOSS09
R225,RS
(,ZPL
e,CS09
akaretsang,V
),ZPR
.,ZE
,
(,ZPL
sheba,V
dintlha,N10
tsa,CPOSS10
banka,N09
mona,CD18
ka,PART
tlase,NLOC
),ZPR
,
O,CSPERS
ka,PART
kopa,V
hore,CONJ
tumelano,N09
ya,CPOSS09
tjhelete,N09
e,CS09
lefshwang,V
ya,CPOSS09
sapoto,N09
e,CS09
fetolwe,V
",",ZM
mohlomong,CONJ
ka,PART
hobane,CONJ
o,CSPERS
a,PART
haellw,V
kapa,CONJ
ka,PART
hobane,CONJ
ha,MNEG
o,CSPERS
sa,PART
kgona,VAUX
ho,CN15
lefa,V
tjhelete,N09
e,ADJC09
kaalo,ADJ09
ya,CPOSS09
sapoto,N09
.,ZE
,
Mehato,N04
e,CS04
latelwang,V
,
Ha,CONJ
o,CSPERS
le,VCOP
motho,N01
ya,CS01
amohelang,V
tjhelete,N09
ya,CPOSS09
sapoto,N09
:,ZM
,
Etsa,V
kopo,N09
lekgotleng,N05
la,CPOSS05
maseterata,N01a
ya,CS01
emeng,V
seterekeng,N07
seo,CD07
motho,N01
ya,CS01
lefang,V
tjhelete,N09
ya,CPOSS09
sapoto,N09
a,CS01
dulang,V
ho,PART
sona,PROEMP07
.,ZE
,
Tlatsa,V
foromo,N09
e,CS09
tshwanelehileng,V
mme,CONJ
o,CSPERS
e,CO09
romele,V
",",ZM
mmoho,ADV
le,PART
setatemente,N07
sa,CPOSS07
tjhelete,N09
e,CS09
kenang,V
le,PART
ditshenyehelo,N10
",",ZM
ho,PART
ofisi,N09
ya,CPOSS09
merero,N04
ya,CPOSS04
sapoto,N09
.,ZE
,
Ha,CONJ
o,CSPERS
le,VCOP
motho,N01
ya,CS01
lefang,V
tjhelete,N09
ya,CPOSS09
tlhokomelo,N09
empa,CONJ
o,CSPERS
se,VAUX
o,CSPERS
sa,MNEG
kgone,VAUX
ho,CN15
fihlella,V
tjhelete,N09
eo,CD09
.,ZE
,
Etsa,V
kopo,N09
ya,CPOSS09
ho,CN15
lokisa,V
taelo,N09
ofising,N09
ya,CPOSS09
maseterata,N01a
seterekeng,N07
seo,CD07
motho,N01
ya,CS01
lefshwang,V
tjhelete,N09
ya,CPOSS09
sapoto,N09
a,CS01
dulang,V
ho,PART
sona,PROEMP07
.,ZE
,
Tlatsa,V
foromo,N09
e,CS09
tshwanelehileng,V
mme,CONJ
o,CSPERS
e,CO09
nehe,V
ofisi,N09
ya,CPOSS09
merero,N04
ya,CPOSS04
sapoto,N09
.,ZE
,
Romela,V
setatemente,N07
se,CS07
feletseng,V
sa,CPOSS07
tjhelete,N09
e,CS09
kenang,V
le,PART
ditshenyehelo,N10
",",ZM
mmoho,ADV
le,PART
setatemente,N07
se,CS07
hlalosang,V
mabaka,N06
a,CS06
ho,CN15
etsa,V
kopo,N09
",",ZM
ho,PART
ofisi,N09
ya,CPOSS09
merero,N04
ya,CPOSS04
sapoto,N09
ho,CN15
sa,MNEG
tsotellehe,V
hore,CONJ
o,CCOPPERS
moamohedi,N01
kapa,CONJ
molefi,N01
wa,CPOSS01
tjhelete,N09
ya,CPOSS09
sapoto,N09
.,ZE
,
Tshebetso,N09
e,CS09
tshwanang,V
le,PART
